project_id	geoname_id	precision_code	place_name	latitude	longitude	location_type_code	geoname_adm_code	geonames_adm_name
RDC1015711	1322	3	Bīm Darreh	36.00708	52.90956	PPL	IR|35	Iran|Māzandarān
RDC1015711	1319	3	Takht-e Marsal	36.004	53.0108	AREA	IR|35	Iran|Māzandarān
RDC1015711	1534	3	Sangyāb Sar	36.71869	53.66412	PPL	IR|35	Iran|Māzandarān
RDC1015711	1315	3	Samīt	36.01667	53.03333	PPL	IR|35	Iran|Māzandarān
RDC1015711	1316	3	Kharaj	36.01667	53.08333	PPL	IR|35	Iran|Māzandarān
RDC0710011	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
A034872001	1573	3	Ḩājjī Bābā	36.78333	53.26667	PPL	IR|35	Iran|Māzandarān
A034872001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
A034872001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
A034872001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
A035509001	1260	4.2	Nez̧āmābād	37.0437	45.9491	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
A035509001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
A035509001	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
A035509001	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
A035509001	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azarbaijan
D000004001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
D000004001	1573	3	Ḩājjī Bābā	36.78333	53.26667	PPL	IR|35	Iran|Māzandarān
D000004001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
D000267001	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
D000267001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
D000267001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
D000267001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
D000314001	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
D000314001	1573	3	Ḩājjī Bābā	36.78333	53.26667	PPL	IR|35	Iran|Māzandarān
D000314001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
D000314001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
D000559001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
D000559001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013402001	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
M013402001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013402001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
M013402001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
M013538001	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
M013538001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013538001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
M013538001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
M013621001	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
M013621001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
M013621001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013621001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
M013810001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013810001	1573	3	Ḩājjī Bābā	36.78333	53.26667	PPL	IR|35	Iran|Māzandarān
M013810001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
M013824001	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
M013824001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013824001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
M013824001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
S064147PRG	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
S064147PRG	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
S064147PRG	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
S064147PRG	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
S064524PRG	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
S064524PRG	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
S064524PRG	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
S064524PRG	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
S065370001	217695	1	Bunia	1.55941	30.25224	PPL	CD|09	Democratic Republic of the Congo|Eastern Province
S065370001	1469	1	Kordī Kolā	36.36373	52.55274	PPL	IR|35	Iran|Māzandarān
S065370001	1283	4.1	Ḩoseynābād	36.02919	53.7948	PPLQ	IR|25	Iran|Semnān
S065370001	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
S065553001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
S065553001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
S065602001	1360	3	Latī	36.0992	52.58615	RSRT	IR|35	Iran|Māzandarān
S065602001	1259	4.2	Qermez Khalīfeh-ye ‘Olyā	37.06556	46.06244	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
S065602001	1303	4.1	Qatūjā	36.03333	53.2	PPL	IR|35	Iran|Māzandarān
S065602001	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
S065602001	8260563	4.1	North Kivu	-0.65515	29.03398	ADM2	CD|11	Democratic Republic of the Congo|Nord Kivu
S065602001	1461	3	Kūh-e Barf Pājūn	36.30587	52.92326	MT	IR|35	Iran|Māzandarān
1100632	1298	4.1	Kheshtestān	36.13985	53.2959	PPL	IR|35	Iran|Māzandarān
1102533	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
1001003	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
1260220	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
1260220	1580	3	Chefteh Sar	36.8	53.16667	PPL	IR|35	Iran|Māzandarān
1260220	1562	4.1	Garāyel Maḩalleh	36.69279	53.52394	PPL	IR|35	Iran|Māzandarān
960980	1571	3	Shūrom Āsīāb Sar	36.67941	53.23857	PPL	IR|35	Iran|Māzandarān
960980	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
960980	1580	3	Chefteh Sar	36.8	53.16667	PPL	IR|35	Iran|Māzandarān
960980	1561	4.1	Kūh-e Jahān Mūrā	36.63333	53.5	MT	IR|35	Iran|Māzandarān
960980	1562	4.1	Garāyel Maḩalleh	36.69279	53.52394	PPL	IR|35	Iran|Māzandarān
1300265	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
1111111	1260	4.2	Nez̧āmābād	37.0437	45.9491	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
1100636	1260	4.2	Nez̧āmābād	37.0437	45.9491	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
A021363001	2314300	4.2	Kinshasa City	-4.375	15.97	ADM1	CD|06	Democratic Republic of the Congo|Kinshasa
A021363001	1587	3	Derāzmīr Kandeh	36.71667	53.06667	PPL	IR|35	Iran|Māzandarān
A021363001	1563	4.1	Zīravān	36.69265	53.51433	PPL	IR|35	Iran|Māzandarān
A031843003	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
A031843003	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
A031843003	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
A031843003	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
A031843004	1560	4.1	Emāmzādeh Qāsem	36.56811	53.4361	SHRN	IR|35	Iran|Māzandarān
A031843004	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
A031843004	1587	3	Derāzmīr Kandeh	36.71667	53.06667	PPL	IR|35	Iran|Māzandarān
A031843004	1563	4.1	Zīravān	36.69265	53.51433	PPL	IR|35	Iran|Māzandarān
A032639001	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
A032639001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
A032639001	1250	4.1	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
A032639001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
A033944002	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
A033944002	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
A033944002	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
A033944002	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
M013825001	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
M013825001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
M013825001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013825001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
M013836001	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
M013836001	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azarbaijan
M013862001	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
M013862001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
M013862001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013862001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
M013888001	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
M013888001	2314302	1	Kinshasa	-4.32758	15.31357	PPLC	CD|06	Democratic Republic of the Congo|Kinshasa
M013888001	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
M013888001	8260567	4.1	Kinshasa rural	-4.38396	15.59516	ADM2	CD|06	Democratic Republic of the Congo|Kinshasa
20731	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
20731	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
18886	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
21348-2	1256	4.2	Noşratābād-e Amīr Ghāyeb	37.10408	46.20261	PPL	IR|33	Iran|East Azarbaijan
21348-2	1257	4.2	Ārpā Darrehsī	37.0749	46.3968	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21348-2	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
21348-2	1259	4.2	Qermez Khalīfeh-ye ‘Olyā	37.06556	46.06244	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21348-2	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
22623	1283	4.1	Ḩoseynābād	36.02919	53.7948	PPLQ	IR|25	Iran|Semnān
22623	1470	3	Gāvān Kolā	36.38333	52.61667	PPL	IR|35	Iran|Māzandarān
22623	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21352	1252	4.2	Khalīfeh Kandī	37.2904	46.3582	PPL	IR|33	Iran|East Azerbaijan
21352	1254	4.2	Dīzaj-e Nāvlū	37.34184	46.08612	PPL	IR|33	Iran|East Azerbaijan
21352	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
21352	1558	4.1	Jāmkhāneh	36.58333	53.25	PPL	IR|35	Iran|Māzandarān
21352	1535	4.1	Valeh Mūzū	36.73558	53.66719	PPLQ	IR|35	Iran|Māzandarān
21352	1512	4.1	Aqtalat	36.55	53.83333	PPL	IR|35	Iran|Māzandarān
21352	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21352	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azerbaijan
21352	2316701	4.1	Ville de Boma	-5.85	13.05	ADM2	CD|08	Democratic Republic of the Congo|Bas-Congo
21349	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
21349	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
21561	216279	3	Goma	-1.68333	29.23333	ADM3	CD|11	Democratic Republic of the Congo|Nord Kivu
21561	1572	3	‘Abbāsābād	36.71244	53.23256	PPL	IR|35	Iran|Māzandarān
21561	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azarbaijan
21561	1561	4.1	Kūh-e Jahān Mūrā	36.63333	53.5	MT	IR|35	Iran|Māzandarān
21561	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
21561	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21561	1265	4.1	Bīdestān	36.10334	53.89803	PPL	IR|25	Iran|Semnān
21536	1260	4.2	Nez̧āmābād	37.0437	45.9491	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21536	1254	4.2	Dīzaj-e Nāvlū	37.34184	46.08612	PPL	IR|33	Iran|East Azerbaijan
21536	1256	4.2	Noşratābād-e Amīr Ghāyeb	37.10408	46.20261	PPL	IR|33	Iran|East Azerbaijan
21536	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
21536	1561	4.1	Kūh-e Jahān Mūrā	36.63333	53.5	MT	IR|35	Iran|Māzandarān
21536	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21425	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
21694	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
21535	1260	4.2	Nez̧āmābād	37.0437	45.9491	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21535	1593	4.1	Danīk	36.61667	53.05	PPL	IR|35	Iran|Māzandarān
21535	1254	4.2	Dīzaj-e Nāvlū	37.34184	46.08612	PPL	IR|33	Iran|East Azerbaijan
21535	1601	4.1	Salīm Sheykh	36.43973	53.10342	PPL	IR|35	Iran|Māzandarān
21535	1256	4.2	Noşratābād-e Amīr Ghāyeb	37.10408	46.20261	PPL	IR|33	Iran|East Azerbaijan
21535	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
21535	1561	4.1	Kūh-e Jahān Mūrā	36.63333	53.5	MT	IR|35	Iran|Māzandarān
21535	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azarbaijan
21535	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azerbaijan
18819	203312	5	Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
24488	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
11111	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
22810	2317396	4.2	Bandundu Province	-4	18	ADM1	CD|01	Democratic Republic of the Congo|Bandundu
22810	1252	4.2	Khalīfeh Kandī	37.2904	46.3582	PPL	IR|33	Iran|East Azerbaijan
22810	2317110	1	Bikoro	-0.7328	18.13407	PPL	CD|02	Democratic Republic of the Congo|Équateur
22810	7731984	4.1	Boma	-5.8016	13.06896	ADM2	CD|08	Democratic Republic of the Congo|Bas-Congo
22810	1269	4.1	Kalāteh-ye Moḩīţ	36.04256	53.9944	FRM	IR|25	Iran|Semnān
22810	1254	4.2	Dīzaj-e Nāvlū	37.34184	46.08612	PPL	IR|33	Iran|East Azerbaijan
22810	1397	3	Shelāk	36.17095	53.11975	PPL	IR|35	Iran|Māzandarān
22810	1448	3	Kamar Sar	36.32045	53.33559	FRM	IR|35	Iran|Māzandarān
22810	1256	4.2	Noşratābād-e Amīr Ghāyeb	37.10408	46.20261	PPL	IR|33	Iran|East Azerbaijan
22810	1257	4.2	Ārpā Darrehsī	37.0749	46.3968	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
22810	1499	3	Kūh-e Kolā	36.46667	53.85	MT	IR|35	Iran|Māzandarān
22810	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
22810	1481	3	Dūkān Sar	36.36925	52.86132	PPL	IR|35	Iran|Māzandarān
22810	1310	4.1	Sang Sīr	36.09294	53.07106	PPL	IR|35	Iran|Māzandarān
22810	1431	3	Kūh-e Sūrt	36.36301	53.81546	MT	IR|35	Iran|Māzandarān
22810	1305	4.1	Sang Rīzeh	36.0051	53.1922	AREA	IR|35	Iran|Māzandarān
22810	1460	3	Ḩājjīābād	36.28333	52.86667	PPL	IR|35	Iran|Māzandarān
22810	1535	3	Valeh Mūzū	36.73558	53.6672	PPLQ	IR|35	Iran|Māzandarān
22810	2312895	1	Mbandaka	0.04865	18.26034	PPLA	CD|02	Democratic Republic of the Congo|Équateur
22810	1512	3	Aqtalat	36.55	53.83333	PPL	IR|35	Iran|Māzandarān
22810	2312548	1	Monkoto	0.03564	19.28684	PPL	CD|02	Democratic Republic of the Congo|Équateur
22810	1546	3	Emāmzādeh Zeyn ol ‘Ābedīn	36.50777	53.48639	SHRN	IR|35	Iran|Māzandarān
22810	1437	3	Kūh-e Khowrd-e Tūskāsī	36.33994	53.48174	MT	IR|35	Iran|Māzandarān
22810	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
22810	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azerbaijan
22810	1396	3	Bālā Chāyrān	36.19933	52.96611	PPL	IR|35	Iran|Māzandarān
22810	1288	4.1	Sīāvash Kolā	36.17051	53.52837	PPL	IR|35	Iran|Māzandarān
22809/297132	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azarbaijan
22809/297132	8260563	4.1	North Kivu	-0.65515	29.03398	ADM2	CD|11	Democratic Republic of the Congo|Nord Kivu
22809/297132	8260566	4.1	South Kivu	-3.22552	28.59604	ADM2	CD|12	Democratic Republic of the Congo|South Kivu
22809/297132	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azerbaijan
112009897734	206938	4.2	Nord Kivu	-0.66667	28.75	ADM1	CD|11	Democratic Republic of the Congo|Nord Kivu
112009897734	205413	4.2	South Kivu	-3.16667	28.25	ADM1	CD|12	Democratic Republic of the Congo|South Kivu
1120098717469	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
11200912517437	1259	4.2	Qermez Khalīfeh-ye ‘Olyā	37.06556	46.06244	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
11200912517438	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
11200912517438	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
11200912517438	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azerbaijan
11200912517439	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
11200912517439	1286	4.1	Kūh-e Vajar Khowrdīn	36.1194	53.67646	MT	IR|35	Iran|Māzandarān
11200912517444	204387	5	Parc National des Virunga	-0.64735	29.43891	PRK	CD|11	Democratic Republic of the Congo|Nord Kivu
11200912517444	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azerbaijan
11200912517446	1259	4.2	Qermez Khalīfeh-ye ‘Olyā	37.06556	46.06244	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
11200912517446	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
11200912517448	1593	3	Danīk	36.61667	53.05	PPL	IR|35	Iran|Māzandarān
11200912517448	1433	3	Nīleh Kūh	36.36317	53.69272	PPLQ	IR|35	Iran|Māzandarān
11200912517448	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
11200912517448	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azerbaijan
11200912517451	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
11200912517451	1253	4.2	Tāzeh Kand-e Zavāraq	37.29436	46.09849	PPL	IR|33	Iran|East Azerbaijan
11200912517453	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
11200912517458	1460	3	Ḩājjīābād	36.28333	52.86667	PPL	IR|35	Iran|Māzandarān
11200912517458	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azerbaijan
11200912517458	205970	1	Sake	-1.57386	29.04339	PPL	CD|11	Democratic Republic of the Congo|Nord Kivu
11200912517458	1461	3	Kūh-e Barf Pājūn	36.30587	52.92326	MT	IR|35	Iran|Māzandarān
17858	1593	3	Danīk	36.61667	53.05	PPL	IR|35	Iran|Māzandarān
17858	1373	3	Anījdān	36.09056	52.57179	RSRT	IR|35	Iran|Māzandarān
17858	203312	5	DR Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
17858	1467	3	Shīā Deh-e Pā’īn	36.33333	52.53333	PPL	IR|35	Iran|Māzandarān
17858	1283	4.1	Ḩoseynābād	36.02919	53.7948	PPLQ	IR|25	Iran|Semnān
17858	215522	3	Kabinda	-6.13333	24.48333	ADM3	CD|04	Democratic Republic of the Congo|Kasaï-Oriental
17858	1292	4.1	Kūh-e Palang Āb	36.05119	53.528	MT	IR|25	Iran|Semnān
17858	1256	4.2	Noşratābād-e Amīr Ghāyeb	37.10408	46.20261	PPL	IR|33	Iran|East Azarbaijan
17858	1257	4.2	Ārpā Darrehsī	37.0749	46.3968	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
17858	1371	3	Kamar Posht	36.08042	52.56531	RSRT	IR|35	Iran|Māzandarān
17858	1431	3	Kūh-e Sūrt	36.36301	53.81546	MT	IR|35	Iran|Māzandarān
17858	1372	3	Paleh Posht	36.08372	52.53557	RSRT	IR|35	Iran|Māzandarān
17858	1289	4.1	Sīāh Gāv Sarā	36.09935	53.5625	CRRL	IR|35	Iran|Māzandarān
17858	1468	3	Būrā	36.36667	52.56667	PPL	IR|35	Iran|Māzandarān
17858	1376	3	Kat Kolā	36.19409	52.50038	PPL	IR|35	Iran|Māzandarān
17858	1251	4.2	Jahāngīr	37.4063	46.2763	PPL	IR|33	Iran|East Azarbaijan
17858	1267	4.1	Geshnīz Āb	36.0684	53.95468	FRMQ	IR|25	Iran|Semnān
17858	1255	4.2	Darbsar	37.1051	45.5249	FRMQ	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
17858	1293	4.1	Zarmā	36.05434	53.51578	PPLQ	IR|25	Iran|Semnān
17858	1352	3	Golīrān	36.1	52.66667	PPL	IR|35	Iran|Māzandarān
21351	1252	4.2	Khalīfeh Kandī	37.2904	46.3582	PPL	IR|33	Iran|East Azerbaijan
21351	1256	4.2	Noşratābād-e Amīr Ghāyeb	37.10408	46.20261	PPL	IR|33	Iran|East Azarbaijan
21351	1250	4.2	Khoţb	37.4607	46.341	PPLQ	IR|33	Iran|East Azerbaijan
22551	1341	3	Garīvash	36.06667	52.66667	PPL	IR|35	Iran|Māzandarān
22551	1259	4.2	Qermez Khalīfeh-ye ‘Olyā	37.06556	46.06244	PPL	IR|01	Iran|Āz̄ārbāyjān-e Gharbī
21348-4	1471	3	Kahar Kenār	36.4	52.6	PPL	IR|35	Iran|Māzandarān
21348-4	1252	4.2	Khalīfeh Kandī	37.2904	46.3582	PPL	IR|33	Iran|East Azerbaijan
21348-4	219057	1	Beni	0.49113	29.47306	PPL	CD|11	Democratic Republic of the Congo|Nord Kivu
21348-4	2316702	1	Boma	-5.83899	13.05692	PPL	CD|08	Democratic Republic of the Congo|Bas-Congo
21348-4	217831	1	Bukavu	-2.49077	28.84281	PPLA	CD|12	Democratic Republic of the Congo|South Kivu
21348-4	217562	1	Butembo	0.14164	29.29117	PPLA3	CD|11	Democratic Republic of the Congo|Nord Kivu
21348-4	1254	4.2	Dīzaj-e Nāvlū	37.34184	46.08612	PPL	IR|33	Iran|East Azerbaijan
21348-4	1560	4.1	Emāmzādeh Qāsem	36.56811	53.4361	SHRN	IR|35	Iran|Māzandarān
21348-4	216281	1	Goma	-1.67409	29.22845	PPLA	CD|11	Democratic Republic of the Congo|Nord Kivu
21348-4	1283	4.1	Ḩoseynābād	36.02919	53.7948	PPLQ	IR|25	Iran|Semnān
21348-4	1406	3	Kūtmār	36.23333	53.61667	PPL	IR|35	Iran|Māzandarān
21348-4	214481	1	Kananga	-5.89624	22.41659	PPLA	CD|03	Democratic Republic of the Congo|Kasaï-Occidental
21348-4	1256	4.2	Noşratābād-e Amīr Ghāyeb	37.10408	46.20261	PPL	IR|33	Iran|East Azerbaijan
